Age,Experience,Education,JobLevel,Department,JobRole,PerformanceRating,ProjectsCompleted,Certifications,WeeklyHours,OvertimeHours,TeamSize,LeadershipScore,SkillMatchScore,YearsInRole,Promotions,EmploymentType,LocationType,CompanySize,JobSatisfaction,Salary_INR
52.0,29.0,MTech,Junior,HR,Developer,2.0,7.0,3.0,36.0,6.0,4.0,2.8,82.8,5.0,1.0,Full-Time,Hybrid,MNC,1.0,1855930.4
30.0,9.0,BTech,Mid,Sales,Manager,3.0,39.0,2.0,37.0,8.0,3.0,2.1,94.0,6.0,2.0,Full-Time,Hybrid,MNC,4.0,840121.28
48.0,27.0,MTech,Junior,IT,Analyst,3.0,9.0,7.0,44.0,7.0,11.0,7.2,52.0,3.0,1.0,Contract,Remote,Startup,3.0,1818873.54
45.0,25.0,MTech,Mid,Sales,Developer,4.0,5.0,,50.0,8.0,10.0,3.0,60.2,6.0,1.0,Full-Time,Office,MNC,3.0,1761435.57
23.0,1.0,BTech,Mid,IT,Analyst,2.0,21.0,2.0,51.0,1.0,12.0,6.2,75.0,3.0,2.0,Full-Time,Office,MNC,4.0,511154.19
47.0,26.0,BCA,Junior,Sales,Developer,5.0,11.0,3.0,45.0,12.0,11.0,6.7,58.6,3.0,2.0,Contract,Office,MNC,5.0,1839541.84
28.0,5.0,BTech,Senior,HR,Analyst,4.0,18.0,6.0,40.0,6.0,11.0,2.0,54.6,4.0,3.0,Contract,Hybrid,MNC,3.0,759487.17
50.0,30.0,MTech,Junior,HR,Analyst,5.0,22.0,0.0,45.0,11.0,8.0,8.3,96.3,4.0,3.0,Full-Time,Hybrid,Startup,3.0,2047843.72
38.0,16.0,BTech,Mid,Sales,Analyst,4.0,19.0,2.0,56.0,14.0,14.0,10.0,69.7,4.0,0.0,Contract,Office,Startup,1.0,1445921.11
53.0,30.0,BCA,Senior,IT,Analyst,4.0,38.0,0.0,43.0,9.0,14.0,5.1,61.7,3.0,1.0,Contract,Office,MNC,5.0,2012072.91
33.0,11.0,PhD,Junior,HR,Analyst,4.0,22.0,5.0,55.0,6.0,4.0,3.7,79.1,4.0,0.0,Contract,Hybrid,MNC,5.0,1071223.09
44.0,24.0,BTech,Senior,HR,Developer,4.0,38.0,,55.0,14.0,3.0,5.0,75.0,1.0,2.0,Contract,Office,MNC,4.0,1694456.21
37.0,14.0,BTech,Senior,Finance,Manager,4.0,27.0,1.0,55.0,4.0,3.0,7.4,55.3,2.0,3.0,Full-Time,Remote,Startup,5.0,1279070.24
53.0,33.0,MTech,Junior,Sales,Manager,3.0,8.0,7.0,40.0,13.0,2.0,4.1,83.0,5.0,0.0,Full-Time,Remote,Startup,4.0,2057848.84
49.0,26.0,BTech,Mid,HR,Manager,5.0,2.0,4.0,38.0,6.0,4.0,8.5,75.8,4.0,3.0,Contract,Office,MNC,4.0,1878911.04
41.0,18.0,BTech,Junior,HR,Manager,1.0,18.0,6.0,35.0,6.0,2.0,4.6,65.1,5.0,1.0,Contract,Remote,Startup,1.0,15000000.0
27.0,6.0,BCA,Senior,Finance,Analyst,1.0,21.0,3.0,42.0,6.0,5.0,7.8,52.0,6.0,2.0,Contract,Hybrid,Startup,2.0,757801.69
23.0,0.0,PhD,Senior,Sales,Analyst,1.0,24.0,6.0,37.0,10.0,5.0,3.3,77.0,3.0,0.0,Full-Time,Remote,MNC,4.0,380651.44
35.0,12.0,BCA,Senior,Finance,Manager,3.0,19.0,6.0,44.0,5.0,2.0,1.5,64.0,2.0,2.0,Contract,Office,Startup,2.0,1019544.33
45.0,24.0,PhD,Mid,HR,Developer,3.0,7.0,,39.0,1.0,11.0,8.7,91.1,6.0,1.0,Full-Time,Remote,MNC,1.0,1792760.08
50.0,27.0,BCA,Mid,HR,Analyst,2.0,3.0,4.0,41.0,5.0,3.0,7.1,94.0,4.0,0.0,Full-Time,Remote,MNC,3.0,1826042.58
28.0,5.0,PhD,Junior,IT,Manager,1.0,15.0,5.0,46.0,2.0,2.0,9.0,80.3,5.0,1.0,Contract,Remote,MNC,1.0,848565.26
27.0,6.0,MTech,Mid,Sales,Developer,2.0,6.0,6.0,52.0,2.0,11.0,9.2,51.3,3.0,3.0,Contract,Remote,MNC,4.0,899739.59
25.0,2.0,BTech,Senior,HR,Manager,4.0,27.0,5.0,48.0,9.0,13.0,6.1,84.8,7.0,0.0,Contract,Hybrid,Startup,2.0,669581.56
34.0,14.0,PhD,Mid,IT,Manager,3.0,12.0,5.0,48.0,13.0,11.0,9.2,73.8,4.0,3.0,Contract,Office,Startup,1.0,1293568.73
48.0,27.0,MTech,Mid,Finance,Manager,1.0,13.0,4.0,47.0,13.0,10.0,4.1,80.4,6.0,3.0,Contract,Remote,MNC,2.0,1816773.91
54.0,32.0,BTech,Junior,HR,Developer,,27.0,6.0,44.0,5.0,6.0,3.0,74.9,1.0,1.0,Full-Time,Remote,MNC,2.0,1997207.03
45.0,22.0,PhD,Mid,Finance,Developer,4.0,17.0,0.0,48.0,13.0,6.0,7.0,52.7,5.0,2.0,Full-Time,Remote,MNC,3.0,1639030.59
32.0,12.0,BCA,Senior,Sales,Manager,2.0,27.0,2.0,41.0,7.0,6.0,6.5,87.3,4.0,0.0,Full-Time,Remote,MNC,1.0,1107288.48
22.0,0.0,BTech,Junior,Finance,Analyst,4.0,18.0,4.0,59.0,12.0,7.0,9.1,63.2,4.0,0.0,Contract,Office,Startup,4.0,568007.21
53.0,32.0,PhD,Junior,IT,Manager,3.0,33.0,4.0,58.0,10.0,3.0,9.2,98.2,1.0,3.0,Full-Time,Office,Startup,3.0,2176860.52
25.0,3.0,BCA,Mid,IT,Developer,3.0,25.0,1.0,37.0,4.0,14.0,3.8,77.8,1.0,2.0,Full-Time,Office,MNC,3.0,664623.55
46.0,23.0,BCA,Junior,Finance,Developer,5.0,9.0,3.0,37.0,8.0,10.0,4.3,70.3,4.0,2.0,Contract,Remote,MNC,1.0,1661141.32
51.0,31.0,BCA,Junior,HR,Manager,5.0,33.0,0.0,53.0,11.0,10.0,3.9,78.1,3.0,3.0,Contract,Hybrid,MNC,4.0,2096879.8
53.0,32.0,BCA,Mid,Sales,Analyst,1.0,22.0,7.0,43.0,11.0,14.0,4.4,89.5,2.0,0.0,Contract,Remote,Startup,1.0,2055033.06
46.0,25.0,BCA,Mid,Sales,Developer,5.0,10.0,5.0,56.0,8.0,6.0,9.0,72.1,6.0,0.0,Contract,Hybrid,MNC,1.0,1816548.43
31.0,8.0,PhD,Junior,Sales,Analyst,5.0,13.0,2.0,55.0,11.0,6.0,7.6,77.6,2.0,3.0,Contract,Office,Startup,2.0,979597.14
53.0,30.0,BCA,Senior,Finance,Analyst,4.0,18.0,3.0,42.0,5.0,12.0,2.3,77.1,6.0,1.0,Contract,Remote,Startup,5.0,2003637.23
35.0,14.0,BCA,Mid,Sales,Manager,3.0,12.0,0.0,55.0,3.0,9.0,1.8,98.0,2.0,1.0,Contract,Hybrid,MNC,3.0,1193628.75
24.0,4.0,BTech,Senior,Sales,Developer,3.0,20.0,1.0,56.0,1.0,9.0,4.9,77.6,5.0,1.0,Contract,Remote,Startup,1.0,678133.77
39.0,17.0,BTech,Junior,HR,Manager,2.0,17.0,1.0,36.0,12.0,8.0,9.5,55.0,7.0,2.0,Full-Time,Remote,Startup,5.0,1383213.94
44.0,23.0,BCA,Junior,IT,Manager,3.0,8.0,3.0,49.0,9.0,8.0,8.8,74.0,6.0,1.0,Full-Time,Remote,MNC,4.0,1732204.0
52.0,32.0,MTech,Junior,IT,Analyst,3.0,4.0,0.0,57.0,6.0,8.0,8.8,50.1,6.0,3.0,Contract,Hybrid,Startup,4.0,2123618.45
44.0,21.0,MTech,Senior,Sales,Manager,4.0,33.0,5.0,53.0,4.0,12.0,5.2,74.7,2.0,1.0,Contract,Remote,Startup,4.0,1646969.93
50.0,29.0,PhD,Senior,Finance,Analyst,2.0,9.0,6.0,56.0,14.0,4.0,4.7,66.9,1.0,1.0,Contract,Office,Startup,2.0,1903791.76
26.0,6.0,BTech,Junior,HR,Developer,5.0,5.0,7.0,45.0,9.0,3.0,2.8,54.2,7.0,1.0,Contract,Office,MNC,1.0,742426.73
22.0,1.0,BCA,Junior,IT,Developer,5.0,33.0,0.0,35.0,9.0,6.0,3.3,95.4,1.0,0.0,Full-Time,Office,Startup,2.0,544837.27
34.0,11.0,BCA,Senior,IT,Analyst,4.0,23.0,6.0,35.0,9.0,6.0,3.5,92.9,1.0,2.0,Contract,Remote,MNC,1.0,1006388.44
48.0,27.0,PhD,Junior,Finance,Analyst,5.0,12.0,6.0,37.0,12.0,13.0,9.9,51.2,1.0,3.0,Full-Time,Remote,Startup,4.0,2022569.51
24.0,4.0,PhD,Senior,IT,Analyst,,35.0,2.0,40.0,8.0,13.0,5.7,61.2,5.0,3.0,Full-Time,Hybrid,Startup,4.0,654870.21
29.0,6.0,MTech,Senior,Sales,Manager,1.0,20.0,2.0,42.0,10.0,9.0,2.2,56.6,4.0,1.0,Contract,Hybrid,Startup,1.0,714760.93
34.0,11.0,BCA,Senior,IT,Developer,2.0,24.0,,49.0,2.0,7.0,8.5,74.7,6.0,3.0,Contract,Office,MNC,5.0,1041516.88
25.0,3.0,BTech,Senior,Sales,Manager,1.0,15.0,4.0,38.0,14.0,7.0,5.7,73.1,3.0,3.0,Full-Time,Remote,Startup,2.0,657729.72
54.0,32.0,BCA,Senior,Sales,Analyst,1.0,25.0,7.0,47.0,8.0,8.0,7.3,82.5,5.0,2.0,Full-Time,Remote,Startup,3.0,2108098.48
49.0,28.0,BTech,Junior,Sales,Analyst,1.0,35.0,6.0,50.0,14.0,7.0,4.9,81.9,4.0,2.0,Contract,Hybrid,Startup,2.0,1814466.34
29.0,7.0,PhD,Mid,Sales,Developer,,27.0,0.0,35.0,6.0,13.0,7.5,91.3,5.0,1.0,Contract,Hybrid,MNC,5.0,809379.67
24.0,2.0,BCA,Junior,HR,Analyst,3.0,31.0,4.0,53.0,9.0,8.0,4.6,64.9,1.0,0.0,Full-Time,Office,Startup,3.0,592606.06
31.0,9.0,PhD,Junior,Finance,Manager,2.0,13.0,,49.0,6.0,11.0,9.7,68.0,7.0,1.0,Full-Time,Office,MNC,4.0,1043740.06
27.0,6.0,PhD,Junior,Finance,Analyst,1.0,12.0,4.0,35.0,4.0,6.0,2.0,64.2,1.0,3.0,Contract,Remote,Startup,4.0,672021.48
48.0,27.0,BCA,Mid,Sales,Manager,5.0,29.0,0.0,37.0,9.0,7.0,2.0,94.2,5.0,1.0,Contract,Hybrid,Startup,1.0,1895947.73
24.0,3.0,PhD,Senior,Finance,Manager,3.0,21.0,7.0,53.0,13.0,3.0,7.5,89.2,7.0,0.0,Full-Time,Remote,MNC,3.0,730777.94
44.0,22.0,MTech,Senior,HR,Analyst,4.0,32.0,7.0,51.0,6.0,14.0,3.2,60.4,1.0,3.0,Contract,Hybrid,MNC,4.0,1534460.11
49.0,29.0,MTech,Mid,HR,Developer,4.0,39.0,2.0,36.0,2.0,4.0,8.1,72.4,1.0,2.0,Full-Time,Hybrid,MNC,1.0,2032851.25
36.0,13.0,BCA,Mid,IT,Analyst,5.0,35.0,0.0,37.0,12.0,13.0,5.0,76.9,3.0,0.0,Full-Time,Office,MNC,2.0,1205113.34
32.0,10.0,BTech,Mid,HR,Developer,3.0,19.0,1.0,58.0,11.0,5.0,5.9,82.5,5.0,2.0,Contract,Hybrid,MNC,5.0,978955.35
25.0,2.0,BCA,Mid,Finance,Analyst,3.0,25.0,7.0,54.0,6.0,8.0,2.5,98.3,4.0,2.0,Contract,Remote,Startup,1.0,441294.19
52.0,31.0,BTech,Junior,Finance,Developer,5.0,29.0,4.0,54.0,12.0,7.0,9.1,57.6,5.0,2.0,Contract,Remote,Startup,5.0,2146255.46
40.0,17.0,BTech,Junior,HR,Developer,5.0,19.0,1.0,41.0,2.0,7.0,2.4,56.1,3.0,2.0,Contract,Remote,MNC,1.0,1243938.77
40.0,17.0,BCA,Senior,HR,Analyst,5.0,14.0,7.0,50.0,5.0,14.0,5.9,84.7,6.0,1.0,Contract,Remote,Startup,1.0,1458878.97
24.0,3.0,BTech,Senior,Finance,Developer,3.0,23.0,2.0,53.0,7.0,6.0,8.2,50.9,3.0,1.0,Contract,Hybrid,Startup,1.0,632719.01
42.0,21.0,PhD,Mid,Finance,Analyst,4.0,12.0,0.0,51.0,8.0,5.0,1.4,55.4,3.0,2.0,Contract,Hybrid,Startup,5.0,1464695.77
31.0,9.0,BCA,Senior,HR,Analyst,5.0,2.0,6.0,54.0,9.0,14.0,9.4,88.2,1.0,1.0,Full-Time,Remote,Startup,3.0,1060874.99
45.0,22.0,PhD,Junior,IT,Analyst,4.0,19.0,6.0,43.0,1.0,8.0,7.6,80.4,5.0,0.0,Contract,Office,Startup,3.0,1719664.58
35.0,13.0,BCA,Mid,Finance,Analyst,4.0,14.0,0.0,48.0,12.0,12.0,8.7,54.8,1.0,2.0,Contract,Hybrid,Startup,2.0,1164038.36
53.0,30.0,MTech,Junior,Sales,Manager,3.0,36.0,1.0,55.0,1.0,6.0,3.2,51.7,4.0,2.0,Contract,Office,MNC,2.0,1944622.05
38.0,16.0,MTech,Mid,Finance,Analyst,5.0,7.0,0.0,41.0,12.0,14.0,1.9,89.0,1.0,0.0,Full-Time,Hybrid,Startup,4.0,1251606.53
45.0,24.0,BCA,Junior,Sales,Manager,1.0,10.0,7.0,45.0,2.0,4.0,7.3,96.8,7.0,2.0,Full-Time,Office,MNC,2.0,1683751.89
30.0,10.0,BTech,Junior,Finance,Developer,4.0,29.0,2.0,39.0,14.0,2.0,9.4,54.6,7.0,2.0,Contract,Office,MNC,5.0,1089950.27
36.0,15.0,PhD,Mid,HR,Manager,1.0,29.0,0.0,40.0,14.0,10.0,8.2,60.4,1.0,3.0,Contract,Hybrid,Startup,2.0,1257052.36
41.0,18.0,BCA,Senior,Finance,Manager,2.0,38.0,2.0,56.0,11.0,9.0,4.4,79.0,2.0,2.0,Contract,Remote,MNC,4.0,1416142.7
48.0,25.0,BCA,Junior,HR,Analyst,4.0,10.0,3.0,10.0,6.0,6.0,6.7,82.6,5.0,3.0,Full-Time,Remote,Startup,5.0,1803734.71
42.0,22.0,PhD,Senior,Finance,Analyst,3.0,6.0,1.0,47.0,10.0,5.0,4.8,97.7,6.0,1.0,Full-Time,Office,Startup,2.0,1603706.06
36.0,16.0,PhD,Senior,Sales,Manager,1.0,34.0,1.0,46.0,3.0,8.0,6.2,87.7,7.0,0.0,Contract,Hybrid,Startup,1.0,1313282.28
28.0,7.0,BCA,Senior,Finance,Manager,5.0,15.0,1.0,38.0,6.0,13.0,7.3,80.0,2.0,0.0,Contract,Hybrid,Startup,5.0,945414.81
51.0,30.0,BCA,Senior,HR,Developer,1.0,39.0,6.0,56.0,8.0,10.0,9.5,89.3,2.0,3.0,Contract,Office,MNC,3.0,1985825.58
44.0,21.0,BTech,Senior,Finance,Manager,,6.0,5.0,47.0,14.0,5.0,4.5,63.7,3.0,0.0,Contract,Remote,MNC,4.0,1539920.97
25.0,2.0,PhD,Mid,IT,Analyst,4.0,34.0,5.0,39.0,11.0,10.0,5.5,77.0,6.0,1.0,Contract,Remote,MNC,3.0,600905.5
30.0,10.0,MTech,Senior,HR,Developer,5.0,4.0,5.0,37.0,1.0,8.0,7.2,97.8,3.0,3.0,Contract,Remote,Startup,3.0,1005799.05
28.0,7.0,BCA,Junior,Finance,Developer,2.0,19.0,6.0,38.0,9.0,14.0,3.8,84.3,5.0,2.0,Contract,Remote,MNC,1.0,802186.36
27.0,6.0,BCA,Mid,HR,Analyst,1.0,39.0,4.0,53.0,5.0,5.0,3.3,56.0,3.0,2.0,Contract,Remote,MNC,5.0,646447.03
46.0,23.0,BCA,Senior,HR,Analyst,4.0,33.0,2.0,51.0,1.0,13.0,3.6,62.4,4.0,3.0,Full-Time,Hybrid,MNC,5.0,1608845.55
34.0,11.0,MTech,Senior,Finance,Analyst,5.0,36.0,3.0,40.0,10.0,9.0,6.0,77.6,7.0,1.0,Full-Time,Hybrid,Startup,2.0,1095620.15
28.0,5.0,BTech,Junior,IT,Analyst,1.0,39.0,4.0,36.0,3.0,12.0,9.4,99.4,6.0,3.0,Full-Time,Hybrid,Startup,2.0,728155.59
27.0,6.0,BTech,Mid,Finance,Analyst,5.0,29.0,,59.0,3.0,11.0,5.5,66.0,2.0,0.0,Contract,Remote,MNC,3.0,844603.84
40.0,19.0,BCA,Junior,HR,Developer,2.0,35.0,4.0,51.0,0.0,14.0,1.1,93.7,2.0,2.0,Contract,Hybrid,MNC,2.0,1346765.19
30.0,9.0,PhD,Senior,IT,Developer,3.0,23.0,1.0,36.0,8.0,5.0,2.4,58.1,5.0,1.0,Contract,Office,MNC,3.0,888242.94
50.0,27.0,PhD,Junior,Sales,Developer,4.0,32.0,1.0,38.0,6.0,12.0,8.7,87.4,6.0,3.0,Full-Time,Office,Startup,5.0,1922878.25
43.0,20.0,MTech,Junior,Finance,Manager,1.0,33.0,5.0,35.0,11.0,5.0,8.7,50.6,1.0,2.0,Contract,,Startup,3.0,1544178.49
38.0,18.0,MTech,Mid,Sales,Developer,5.0,13.0,4.0,46.0,5.0,8.0,3.5,54.2,1.0,3.0,Contract,Remote,MNC,3.0,1398638.4
51.0,29.0,BCA,Senior,Finance,Analyst,5.0,26.0,2.0,53.0,6.0,8.0,6.9,92.3,4.0,1.0,Contract,Hybrid,MNC,5.0,2022460.24
38.0,15.0,BTech,Senior,IT,Analyst,3.0,33.0,7.0,36.0,0.0,5.0,3.0,95.5,3.0,0.0,Contract,Office,Startup,4.0,1198077.03
30.0,10.0,BTech,Senior,Finance,Analyst,1.0,12.0,1.0,38.0,5.0,2.0,5.3,79.0,4.0,3.0,Full-Time,Remote,MNC,2.0,937221.29
30.0,8.0,BTech,Junior,Finance,Analyst,3.0,15.0,1.0,54.0,4.0,7.0,8.5,74.1,6.0,2.0,Full-Time,Hybrid,Startup,1.0,953583.43
44.0,24.0,PhD,Senior,IT,Manager,5.0,31.0,3.0,42.0,1.0,13.0,4.6,81.1,5.0,3.0,Contract,Remote,Startup,4.0,1761719.08
38.0,15.0,BCA,Junior,Finance,Analyst,4.0,29.0,5.0,35.0,7.0,5.0,1.9,86.7,6.0,3.0,Full-Time,Hybrid,Startup,3.0,1161446.99
39.0,17.0,MTech,Mid,Finance,Analyst,2.0,21.0,3.0,43.0,11.0,8.0,3.6,69.2,3.0,0.0,Contract,Office,Startup,1.0,1278420.29
44.0,24.0,PhD,Junior,HR,Developer,2.0,9.0,1.0,37.0,8.0,13.0,6.0,66.3,2.0,3.0,Contract,Hybrid,Startup,3.0,1630380.63
37.0,15.0,BTech,Senior,Finance,Analyst,3.0,11.0,4.0,44.0,12.0,11.0,8.8,64.5,1.0,1.0,Contract,Remote,MNC,3.0,1365744.65
40.0,18.0,PhD,Junior,IT,Analyst,1.0,18.0,6.0,59.0,6.0,4.0,2.5,94.9,4.0,2.0,Contract,Remote,MNC,3.0,1236841.32
24.0,2.0,PhD,Junior,Sales,Manager,3.0,31.0,2.0,38.0,4.0,10.0,5.3,96.5,4.0,3.0,Contract,Hybrid,Startup,2.0,579492.17
24.0,1.0,PhD,Mid,Sales,Manager,3.0,14.0,4.0,45.0,3.0,9.0,7.9,86.7,5.0,0.0,Full-Time,Remote,MNC,4.0,700635.57
53.0,33.0,BTech,Mid,Finance,Analyst,2.0,27.0,4.0,36.0,10.0,2.0,7.1,68.7,1.0,3.0,Full-Time,Remote,Startup,2.0,2186918.33
36.0,14.0,BTech,Mid,HR,Developer,2.0,2.0,3.0,51.0,11.0,7.0,9.4,51.7,3.0,0.0,Contract,Hybrid,MNC,5.0,1254038.26
28.0,7.0,MTech,Mid,IT,Developer,4.0,2.0,1.0,47.0,8.0,8.0,5.9,73.5,3.0,0.0,Full-Time,Remote,MNC,1.0,853364.31
27.0,6.0,BCA,Junior,Finance,Manager,,6.0,3.0,45.0,11.0,6.0,4.7,88.1,7.0,3.0,Contract,Hybrid,MNC,4.0,821456.55
53.0,31.0,BCA,Mid,IT,Manager,1.0,11.0,1.0,47.0,2.0,14.0,3.2,95.5,1.0,0.0,Full-Time,Hybrid,Startup,4.0,2036795.76
26.0,5.0,BTech,Mid,Finance,Developer,3.0,8.0,3.0,38.0,1.0,12.0,1.4,87.5,3.0,2.0,Full-Time,Office,Startup,3.0,572664.19
28.0,7.0,BTech,Mid,HR,Analyst,2.0,3.0,3.0,54.0,11.0,8.0,2.2,86.3,6.0,2.0,Full-Time,Hybrid,MNC,3.0,706581.47
42.0,22.0,BTech,Junior,Finance,Developer,2.0,10.0,6.0,37.0,3.0,5.0,9.8,78.6,6.0,0.0,Full-Time,Remote,Startup,1.0,1660482.3
40.0,20.0,BTech,Senior,Sales,Analyst,3.0,20.0,4.0,5.0,3.0,10.0,8.0,54.0,7.0,3.0,Full-Time,Remote,MNC,4.0,1554417.27
24.0,1.0,BTech,Junior,HR,Analyst,4.0,31.0,7.0,56.0,12.0,12.0,9.9,97.9,5.0,0.0,Contract,Remote,MNC,5.0,648181.21
45.0,22.0,MTech,Junior,Sales,Developer,1.0,18.0,0.0,46.0,3.0,2.0,2.7,79.8,1.0,1.0,Contract,Remote,MNC,1.0,1539480.88
45.0,23.0,BTech,Mid,IT,Analyst,4.0,17.0,7.0,51.0,6.0,8.0,5.6,82.3,2.0,1.0,Contract,Remote,Startup,4.0,1681980.2
22.0,0.0,BCA,Senior,HR,Analyst,1.0,24.0,3.0,43.0,10.0,4.0,2.5,69.2,2.0,1.0,Full-Time,Hybrid,Startup,4.0,351279.11
28.0,8.0,MTech,Mid,HR,Developer,3.0,15.0,0.0,48.0,3.0,11.0,8.7,64.1,7.0,3.0,Contract,Hybrid,Startup,2.0,978418.84
51.0,28.0,BCA,Junior,HR,Developer,1.0,6.0,,45.0,7.0,11.0,9.2,54.4,5.0,1.0,Contract,Remote,Startup,3.0,1984092.79
40.0,19.0,BCA,Junior,HR,Developer,1.0,5.0,3.0,47.0,2.0,8.0,6.3,95.9,4.0,0.0,Contract,Hybrid,MNC,4.0,1390184.75
22.0,0.0,BTech,Junior,IT,Analyst,,9.0,3.0,49.0,5.0,4.0,6.8,97.7,6.0,0.0,Full-Time,Remote,MNC,3.0,508162.83
23.0,2.0,MTech,Senior,HR,Developer,1.0,37.0,2.0,46.0,6.0,14.0,3.2,86.3,6.0,0.0,Full-Time,Office,MNC,3.0,530020.5
32.0,12.0,PhD,Senior,IT,Developer,4.0,16.0,5.0,57.0,6.0,9.0,8.3,62.6,2.0,0.0,Full-Time,Remote,Startup,4.0,1214750.38
44.0,23.0,BCA,Senior,Finance,Analyst,4.0,13.0,1.0,56.0,14.0,3.0,1.4,84.2,7.0,2.0,Contract,,MNC,3.0,1531952.21
24.0,3.0,BCA,Junior,IT,Developer,3.0,12.0,0.0,58.0,8.0,12.0,7.1,56.6,6.0,3.0,Full-Time,Remote,Startup,1.0,673854.53
34.0,13.0,PhD,Mid,HR,Analyst,5.0,13.0,7.0,54.0,8.0,13.0,8.1,61.6,1.0,1.0,Contract,Office,MNC,5.0,1198618.98
37.0,15.0,BTech,Senior,IT,Manager,,30.0,5.0,59.0,0.0,12.0,7.1,65.3,5.0,2.0,Full-Time,Remote,MNC,3.0,1309903.53
29.0,9.0,BCA,Junior,HR,Manager,,7.0,2.0,36.0,2.0,6.0,9.3,79.9,3.0,3.0,Full-Time,Hybrid,MNC,3.0,1030304.78
23.0,2.0,MTech,Mid,IT,Manager,3.0,14.0,3.0,49.0,1.0,2.0,1.7,73.8,1.0,3.0,Contract,Hybrid,MNC,5.0,578584.55
26.0,6.0,MTech,Senior,Sales,Developer,4.0,39.0,5.0,37.0,1.0,8.0,4.0,99.9,4.0,0.0,Full-Time,Remote,Startup,1.0,849458.16
23.0,2.0,MTech,Junior,IT,Manager,4.0,6.0,7.0,49.0,9.0,6.0,4.1,55.2,5.0,0.0,Contract,,Startup,3.0,589221.72
27.0,6.0,MTech,Senior,IT,Analyst,4.0,39.0,1.0,49.0,0.0,11.0,9.3,86.6,5.0,0.0,Contract,Office,Startup,1.0,926650.83
25.0,5.0,BTech,Senior,Sales,Analyst,4.0,15.0,3.0,57.0,0.0,11.0,7.4,90.3,6.0,0.0,Contract,Hybrid,MNC,1.0,816801.57
50.0,29.0,BTech,Mid,IT,Manager,4.0,21.0,1.0,39.0,8.0,12.0,9.9,76.4,3.0,2.0,Contract,Hybrid,Startup,2.0,2167059.43
24.0,3.0,PhD,Junior,Finance,Manager,2.0,33.0,3.0,36.0,13.0,12.0,6.4,67.5,6.0,1.0,Full-Time,Hybrid,MNC,1.0,630164.65
49.0,28.0,BCA,Mid,HR,Analyst,2.0,9.0,2.0,41.0,5.0,2.0,9.3,83.4,2.0,2.0,Contract,Office,Startup,5.0,2039260.61
36.0,16.0,BCA,Junior,IT,Manager,3.0,23.0,,45.0,6.0,14.0,1.1,58.5,4.0,2.0,Full-Time,Office,MNC,3.0,1236118.19
34.0,13.0,BCA,Junior,HR,Manager,4.0,21.0,7.0,35.0,9.0,3.0,9.7,87.7,6.0,1.0,Full-Time,Hybrid,MNC,5.0,1320433.99
26.0,5.0,PhD,Mid,HR,Analyst,1.0,21.0,6.0,48.0,13.0,2.0,2.1,65.2,3.0,2.0,Contract,Hybrid,Startup,1.0,652446.94
45.0,23.0,MTech,Senior,Sales,Manager,2.0,8.0,0.0,39.0,1.0,14.0,6.7,96.2,3.0,1.0,Full-Time,Remote,Startup,5.0,1702842.95
35.0,15.0,MTech,Senior,Finance,Manager,3.0,25.0,7.0,41.0,11.0,5.0,3.4,78.8,3.0,2.0,Contract,Office,MNC,5.0,1230065.18
40.0,18.0,BTech,Senior,Sales,Developer,3.0,37.0,0.0,54.0,3.0,12.0,6.1,87.5,3.0,3.0,Contract,Hybrid,MNC,5.0,1366246.26
26.0,4.0,MTech,Junior,HR,Analyst,5.0,13.0,7.0,38.0,10.0,2.0,8.0,84.8,1.0,3.0,Full-Time,Hybrid,Startup,2.0,819153.16
47.0,25.0,BTech,Senior,IT,Developer,5.0,17.0,7.0,53.0,9.0,4.0,5.5,75.3,1.0,1.0,Full-Time,Office,MNC,2.0,1787100.78
44.0,22.0,BTech,Senior,HR,Manager,1.0,26.0,2.0,38.0,12.0,7.0,1.4,62.8,5.0,0.0,Contract,Remote,MNC,3.0,1517449.03
29.0,9.0,BCA,Senior,IT,Developer,3.0,31.0,7.0,45.0,7.0,5.0,3.0,99.8,5.0,2.0,Contract,Hybrid,Startup,3.0,912250.66
24.0,2.0,PhD,Mid,Sales,Developer,,10.0,2.0,56.0,13.0,10.0,3.2,69.7,7.0,0.0,Contract,Office,MNC,4.0,592420.8
41.0,18.0,PhD,Junior,Finance,Manager,4.0,21.0,3.0,41.0,12.0,12.0,5.7,66.4,4.0,2.0,Full-Time,Remote,Startup,5.0,1510583.95
41.0,18.0,MTech,Senior,IT,Developer,1.0,23.0,2.0,49.0,8.0,12.0,2.4,95.2,7.0,1.0,Full-Time,Office,MNC,2.0,1193990.3
26.0,3.0,BTech,Junior,IT,Manager,2.0,38.0,2.0,38.0,3.0,6.0,1.9,77.9,3.0,0.0,Contract,Remote,MNC,2.0,638860.98
47.0,25.0,BTech,Mid,IT,Developer,1.0,21.0,3.0,48.0,8.0,3.0,1.1,52.4,4.0,2.0,Contract,Office,Startup,1.0,1621591.64
38.0,18.0,PhD,Mid,IT,Developer,5.0,25.0,6.0,35.0,3.0,13.0,3.9,98.1,2.0,1.0,Contract,Remote,Startup,1.0,1433985.48
23.0,2.0,BCA,Junior,Sales,Manager,4.0,35.0,0.0,44.0,4.0,2.0,5.0,56.3,6.0,2.0,Full-Time,Hybrid,Startup,3.0,653420.05
